record_id,project_name,owner,county,city,status,interested_party_type,seo_slug,slug_length,included,bucket,canonical_category,canonical_url,lastmod,description_chars,has_award,seo_flag,reason,needs_review
rec0nWNuFw5JlBUjs,"Sand, Rock, and Gravel Material",City of Palo Alto,Santa Clara,Palo Alto,Closed,construction,sand-rock-and-gravel-material-city-of-palo-alto,47,yes,results,construction,https://www.bidthebay.com/construction-project-details/sand-rock-and-gravel-material-city-of-palo-alto/r/rec0nWNuFw5JlBUjs,2026-07-20T01:21:28-07:00,1138,yes,,award_results,no
rec0sd3DXtsOj2a0M,Lopes Road and Water Pipeline Reconstruction Project,City of Fairfield,Solano,Fairfield,Closed,construction,lopes-road-and-water-pipeline-reconstruction-project-city-of-fairfield,70,yes,results,construction,https://www.bidthebay.com/construction-project-details/lopes-road-and-water-pipeline-reconstruction-project-city-of-fairfield/r/rec0sd3DXtsOj2a0M,2026-07-14T04:36:56-07:00,1174,yes,,award_results,no
rec0wrTqeoUTe1xhK,Bridge Deck and Joints Repair,California Department of Transportation (Caltrans),Contra Costa; Solano,Martinez / Benicia,Closed,construction,bridge-deck-and-joints-repair-cal-trans-district-4,50,yes,results,construction,https://www.bidthebay.com/construction-project-details/bridge-deck-and-joints-repair-cal-trans-district-4/r/rec0wrTqeoUTe1xhK,2026-09-07T15:49:52-07:00,192,no,,recently_closed,no
rec0xL8S8uyoqZqEt,SCUSD Pool Upgrades Project Wilcox High School,Santa Clara Unified School District,Santa Clara,Santa Clara,Closed,construction,scusd-pool-upgrades-project-wilcox-high-school-santa-clara-unified-school-district,82,yes,results,construction,https://www.bidthebay.com/construction-project-details/scusd-pool-upgrades-project-wilcox-high-school-santa-clara-unified-school-district/r/rec0xL8S8uyoqZqEt,2026-06-03T04:51:03-07:00,410,yes,,award_results,no
rec0ydRB7BYGjJMLn,"Wastewater Enterprise Elevator Maintenance, Repair, and Modernization 2026-2030",San Francisco Public Utilities Commission,San Francisco,San Francisco ,Closed,construction,wastewater-enterprise-elevator-maintenance-repair-and-modernization-2026-2030-san-francisco-public-utilities-commission,119,yes,results,construction,https://www.bidthebay.com/construction-project-details/wastewater-enterprise-elevator-maintenance-repair-and-modernization-2026-2030-san-francisco-public-utilities-commission/r/rec0ydRB7BYGjJMLn,2026-06-27T20:31:44-07:00,307,no,,recently_closed,no
rec0zSmmC4g1cPDWS,Vichy ES Portable Classrooms and Parking Lot,Napa Valley Unified School District,Napa,Napa,Closed,construction,vichy-es-portable-classrooms-and-parking-lot-napa-valley-unified-school-district,80,yes,results,construction,https://www.bidthebay.com/construction-project-details/vichy-es-portable-classrooms-and-parking-lot-napa-valley-unified-school-district/r/rec0zSmmC4g1cPDWS,2026-05-27T11:03:04-07:00,87,yes,,award_results,no
rec13kiLd3sVCsX9P,Laguna Treatment Plant Annex Boiler 1 & 2 Replacements,City of Santa Rosa,Sonoma,Santa Rosa,Closed,construction,laguna-treatment-plant-annex-boiler-1-2-replacements-city-of-santa-rosa,71,yes,results,construction,https://www.bidthebay.com/construction-project-details/laguna-treatment-plant-annex-boiler-1-2-replacements-city-of-santa-rosa/r/rec13kiLd3sVCsX9P,2026-08-14T00:01:39-07:00,504,no,,recently_closed,no
rec14jf4dacW5Emum,2nd & Delaware Storm Drain Improvements Project,City of San Mateo,San Mateo,San Mateo,Closed,construction,2nd-delaware-storm-drain-improvements-project-city-of-san-mateo,63,yes,results,construction,https://www.bidthebay.com/construction-project-details/2nd-delaware-storm-drain-improvements-project-city-of-san-mateo/r/rec14jf4dacW5Emum,2026-07-22T10:51:53-07:00,411,no,,recently_closed,no
rec179aHhipbMzCIt,Window Film Application Services,California Department of Veterans Affairs (CalVet),Napa,Yountville,Open,construction,window-film-application-services-california-department-of-veterans-affairs,74,yes,open,construction,https://www.bidthebay.com/construction-project-details/window-film-application-services-california-department-of-veterans-affairs/r/rec179aHhipbMzCIt,2026-09-07T15:50:31-07:00,594,no,,open_solicitation,no
rec18fxgw4ITzJdk3,Emerald Glen Ballfield Improvement Project –  Concrete,Dublin Unified School District,Alameda,Dublin,Closed,construction,emerald-glen-ballfield-improvement-project-concrete-dublin-unified-school-district,82,no,,,,2026-07-10T12:10:08-07:00,62,no,,closed_stale_no_results,no
rec18vu4ffWcAjV7T,High Use CPA Replacement,City and County of San Francisco,San Francisco,San Francisco,Closed,construction,high-use-cpa-replacement-city-and-county-of-san-francisco,57,no,,,,2026-04-11T10:45:46-07:00,80,no,,closed_stale_no_results,no
rec1AB2kRGAJWN9s6,On-Call Plumbing Maintenance Services,City of Morgan Hill,Santa Clara,Morgan Hill,Closed,construction,on-call-plumbing-maintenance-services-city-of-morgan-hill,57,yes,results,construction,https://www.bidthebay.com/construction-project-details/on-call-plumbing-maintenance-services-city-of-morgan-hill/r/rec1AB2kRGAJWN9s6,2026-04-28T17:07:14-07:00,565,no,,recently_closed,no
rec1Iu5hNxxTakh9E,"Wastewater Enterprise Elevator Maintenance, Repair, and Modernization 2026-2030",San Francisco Public Utilities Commission,San Francisco,San Francisco,Closed,construction,wastewater-enterprise-elevator-maintenance-repair-and-modernization-2026-2030-san-francisco-public-utilities-commission,119,yes,results,construction,https://www.bidthebay.com/construction-project-details/wastewater-enterprise-elevator-maintenance-repair-and-modernization-2026-2030-san-francisco-public-utilities-commission/r/rec1Iu5hNxxTakh9E,2026-07-24T00:02:01-07:00,248,no,,recently_closed,no
rec1MatRbl9jYRCk1,John O’Connell High School Destructive Testing for Schematic Design,San Francisco Unified School District,San Francisco,San Francisco,Closed,construction,john-o-connell-high-school-destructive-testing-for-schematic-design-san-francisco-unified-school-district,105,yes,results,construction,https://www.bidthebay.com/construction-project-details/john-o-connell-high-school-destructive-testing-for-schematic-design-san-francisco-unified-school-district/r/rec1MatRbl9jYRCk1,2026-05-27T07:48:23-07:00,302,yes,,award_results,no
rec1NWWOBJxlTXeHC,Sutro Elementary School - Rooftop Air Handling/Heating Units Replacement,San Francisco Unified School District ,San Francisco,San Francisco,Closed,construction,sutro-elementary-school-rooftop-air-handling-heating-units-replacement-san-francisco-unified-school-district,108,yes,results,construction,https://www.bidthebay.com/construction-project-details/sutro-elementary-school-rooftop-air-handling-heating-units-replacement-san-francisco-unified-school-district/r/rec1NWWOBJxlTXeHC,2026-06-03T08:31:07-07:00,459,yes,,award_results,no
rec1OxpDfSOD2XZNc,Various Large Diameter Sewer Inspection No. 3,San Francisco Public Utilities Commission,San Francisco,San Francisco,Closed,construction,various-large-diameter-sewer-inspection-no-3-san-francisco-public-utilities-commission,86,yes,results,construction,https://www.bidthebay.com/construction-project-details/various-large-diameter-sewer-inspection-no-3-san-francisco-public-utilities-commission/r/rec1OxpDfSOD2XZNc,2026-06-27T20:31:44-07:00,204,no,,recently_closed,no
rec1PsU5ur7dWMA8a,Shoreline Rengstorff House Rehabilitation,City of Mountain View,Santa Clara,Mountain View,Closed,professional services,shoreline-rengstorff-house-rehabilitation-city-of-mountain-view,63,yes,results,professional services,https://www.bidthebay.com/professional-services-project-details/shoreline-rengstorff-house-rehabilitation-city-of-mountain-view/r/rec1PsU5ur7dWMA8a,2026-08-08T00:04:22-07:00,377,no,,recently_closed,no
rec1PxHlw3Q10lUOG,Public Safety Building Siding Replacement,City of Santa Rosa,Sonoma,Santa Rosa,Open,construction,public-safety-building-siding-replacement-city-of-santa-rosa,60,yes,open,construction,https://www.bidthebay.com/construction-project-details/public-safety-building-siding-replacement-city-of-santa-rosa/r/rec1PxHlw3Q10lUOG,2026-09-05T09:36:10-07:00,312,no,,open_solicitation,no
rec1SzaLSU1n8jqbR,Hyde Hospital Behavioral Health Renovation,University of California San Francisco,San Francisco,San Francisco,Closed,construction,hyde-hospital-behavioral-health-renovation-university-of-california-san-francisco,81,yes,results,construction,https://www.bidthebay.com/construction-project-details/hyde-hospital-behavioral-health-renovation-university-of-california-san-francisco/r/rec1SzaLSU1n8jqbR,2026-08-28T00:03:20-07:00,174,no,,recently_closed,no
rec1V15PIpCR6aMKk,Woodside LED Upgrade Project,Sequoia Union High School District,San Mateo,Woodside,Closed,construction,woodside-led-upgrade-project-sequoia-union-high-school-district,63,yes,results,construction,https://www.bidthebay.com/construction-project-details/woodside-led-upgrade-project-sequoia-union-high-school-district/r/rec1V15PIpCR6aMKk,2026-07-08T21:43:37-07:00,1033,yes,,award_results,no
rec1YPTV9nVl0GN88,GO Parking Lot Ramp Repair,Alameda-Contra Costa Transit District (AC Transit),Alameda,Alameda/Contra Costa,Closed,construction,go-parking-lot-ramp-repair-alameda-contra-costa-transit-district-ac-transit,75,yes,results,construction,https://www.bidthebay.com/construction-project-details/go-parking-lot-ramp-repair-alameda-contra-costa-transit-district-ac-transit/r/rec1YPTV9nVl0GN88,2026-08-11T09:24:57-07:00,246,yes,,award_results,no
rec1Zc0GdNPPLsOpy,Leonard Flynn Elementary School - Play Yard Improvements,San Francisco Unified School District ,San Francisco,San Francisco,Closed,construction,leonard-flynn-elementary-school-play-yard-improvements-san-francisco-unified-school-district,92,yes,results,construction,https://www.bidthebay.com/construction-project-details/leonard-flynn-elementary-school-play-yard-improvements-san-francisco-unified-school-district/r/rec1Zc0GdNPPLsOpy,2026-05-25T09:06:13-07:00,687,yes,,award_results,no
rec1b4cAo0rIV50D2,"University Elementary at La Fiesta and Rancho Cotate High School 
Paving Project",Cotati-Rohnert Park Unified School District,Sonoma,Rohnert Park,Closed,construction,university-elementary-at-la-fiesta-and-rancho-cotate-high-school-paving-project-cotati-rohnert-park-unified-school-district,123,yes,results,construction,https://www.bidthebay.com/construction-project-details/university-elementary-at-la-fiesta-and-rancho-cotate-high-school-paving-project-cotati-rohnert-park-unified-school-district/r/rec1b4cAo0rIV50D2,2026-04-06T05:45:38-07:00,126,yes,,award_results,no
rec1bDYc1KdtM8pZH,2026 Local Streets Resurfacing South Pavement (Measure T),City of San Jose,Santa Clara,San Jose,Closed,construction,2026-local-streets-resurfacing-south-pavement-measure-t-city-of-san-jose,72,yes,results,construction,https://www.bidthebay.com/construction-project-details/2026-local-streets-resurfacing-south-pavement-measure-t-city-of-san-jose/r/rec1bDYc1KdtM8pZH,2026-06-24T08:56:48-07:00,584,yes,,award_results,no
rec1dGpSdJdxXDRmY,Pressure Washer and Oil-Water Separator Maintenance/Repair Services,Contra Costa County,Contra Costa,Contra Costa County,Closed,construction,pressure-washer-and-oil-water-separator-maintenance-repair-services-contra-costa-county,87,no,,,,2026-04-11T10:47:53-07:00,0,no,No description at all,closed_stale_no_results,no
rec1gzx9etfDn117K,Sequoia High School Summer 2026 Roofing Project,Sequoia Union High School District,San Mateo,Redwood ,Closed,construction,sequoia-high-school-summer-2026-roofing-project-sequoia-union-high-school-district,82,yes,results,construction,https://www.bidthebay.com/construction-project-details/sequoia-high-school-summer-2026-roofing-project-sequoia-union-high-school-district/r/rec1gzx9etfDn117K,2026-07-08T21:47:41-07:00,66,yes,,award_results,no
rec1iaWU8oc1hUCJb,Union City Library Partial Roof Replacement,City of Union City,Alameda,Union City,Closed,construction,union-city-library-partial-roof-replacement-city-of-union-city,62,yes,results,construction,https://www.bidthebay.com/construction-project-details/union-city-library-partial-roof-replacement-city-of-union-city/r/rec1iaWU8oc1hUCJb,2026-07-01T09:08:06-07:00,913,no,,recently_closed,no
rec1jHTaGd0pMu8D8,"Abbott MS, Beresford ES, George Hall ES – Flooring Replacement Final Phase  ",San Mateo-Foster City School District,San Mateo,San Mateo,Closed,construction,abbott-ms-beresford-es-george-hall-es-flooring-replacement-final-phase-san-mateo-foster-city-school-district,108,no,,,,2026-04-24T17:03:21-07:00,1042,no,,closed_stale_no_results,no
rec1kdx1kxw7UvDz9,High Voltage Streetlight Conversion Phase 4 Project,City of San Mateo,San Mateo,San Mateo,Closed,construction,high-voltage-streetlight-conversion-phase-4-project-city-of-san-mateo,69,yes,results,construction,https://www.bidthebay.com/construction-project-details/high-voltage-streetlight-conversion-phase-4-project-city-of-san-mateo/r/rec1kdx1kxw7UvDz9,2026-09-04T00:02:00-07:00,930,no,,recently_closed,no
rec1mWh6eXyC5mkUY,Main Street Garage Remediation,City of San Mateo,San Mateo,San Mateo,Closed,construction,main-street-garage-remediation-city-of-san-mateo,48,yes,results,construction,https://www.bidthebay.com/construction-project-details/main-street-garage-remediation-city-of-san-mateo/r/rec1mWh6eXyC5mkUY,2026-07-15T03:58:23-07:00,193,no,,recently_closed,no
rec1nKfxcRo427PDe,DM FY23 Tan Hall Building Automation Controls Replacement,UC Berkeley,Alameda,Berkeley,Closed,construction,dm-fy23-tan-hall-building-automation-controls-replacement-uc-berkeley,69,yes,results,construction,https://www.bidthebay.com/construction-project-details/dm-fy23-tan-hall-building-automation-controls-replacement-uc-berkeley/r/rec1nKfxcRo427PDe,2026-06-01T01:36:06-07:00,284,yes,,award_results,no
rec1o57NfVFzyBD2e,UCB EHCP – Increment 3 – WP-44: Exterior Metal Panel  ,UC Berkeley,Alameda,Berkeley,Closed,construction,ucb-ehcp-increment-3-wp-44-exterior-metal-panel-uc-berkeley,59,yes,results,construction,https://www.bidthebay.com/construction-project-details/ucb-ehcp-increment-3-wp-44-exterior-metal-panel-uc-berkeley/r/rec1o57NfVFzyBD2e,2026-07-10T11:55:58-07:00,173,yes,,award_results,no
rec1o7w6Cd2pxhYhx,"Construct Retaining Wall, MGS, Cold Plane and Pavement Widening",California Department of Transportation (Caltrans),Marin,Muir Beach,Open,construction,construct-retaining-wall-mgs-cold-plane-and-pavement-widening-cal-trans-district-4,82,yes,open,construction,https://www.bidthebay.com/construction-project-details/construct-retaining-wall-mgs-cold-plane-and-pavement-widening-cal-trans-district-4/r/rec1o7w6Cd2pxhYhx,2026-09-07T15:49:52-07:00,198,no,,open_solicitation,no
rec1oJqmFK5GMvMLN,Pre-qualification for Light Rail Transit Repair and Maintenance Job Order Contract (JOC),Santa Clara Valley Transportation Authority,Santa Clara,San Jose,Closed,construction,pre-qualification-for-light-rail-transit-repair-and-maintenance-job-order-contract-joc-santa-clara-valley-transportation-authority,130,yes,results,construction,https://www.bidthebay.com/construction-project-details/pre-qualification-for-light-rail-transit-repair-and-maintenance-job-order-contract-joc-santa-clara-valley-transportation-authority/r/rec1oJqmFK5GMvMLN,2026-07-16T06:56:57-07:00,1226,no,,recently_closed,no
rec1pEofnXN0GrMYU,Calistoga Road Pavement Rehabilitation & Utility Improvements Montecito Boulevard to Highway 12 ,City of Santa Rosa,Sonoma,Santa Rosa,Closed,construction,calistoga-road-pavement-rehabilitation-utility-improvements-montecito-boulevard-to-highway-12-city-of-santa-rosa,112,yes,results,construction,https://www.bidthebay.com/construction-project-details/calistoga-road-pavement-rehabilitation-utility-improvements-montecito-boulevard-to-highway-12-city-of-santa-rosa/r/rec1pEofnXN0GrMYU,2026-03-27T07:27:32-07:00,766,yes,,award_results,no
rec1sAMh7YVLznBPE,Kocher Lab Renovation,UC Berkeley,Alameda,Berkeley,Closed,construction,kocher-lab-renovation-https-capitalstrategies-berkeley-edu-current-bids,71,no,,,,2026-09-07T10:35:19-07:00,1174,no,,closed_stale_no_results,no
rec1tcbXljXDCPsmx,"Wurr Road and Pescadero Creek Road Culverts Improvement Project - Sites: 94, 102, 119, 128.1, 265, 265.1, 266, 270, 270.1",County of San Mateo,San Mateo,Unincorporated San Mateo County (Pescadero area),Closed,construction,wurr-road-and-pescadero-creek-road-culverts-improvement-project-sites-94-102-119-128-1-265-265-1-266-270-270-1-county-of-san-mateo,130,yes,results,construction,https://www.bidthebay.com/construction-project-details/wurr-road-and-pescadero-creek-road-culverts-improvement-project-sites-94-102-119-128-1-265-265-1-266-270-270-1-county-of-san-mateo/r/rec1tcbXljXDCPsmx,2026-06-12T00:09:46-07:00,351,no,,recently_closed,no
rec1v0Gl8XIGBYFSY,Family Resource Center Wayfinding Signage Project,City of Fremont,Alameda,Fremont ,Closed,construction,family-resource-center-wayfinding-signage-project-city-of-fremont,65,yes,results,construction,https://www.bidthebay.com/construction-project-details/family-resource-center-wayfinding-signage-project-city-of-fremont/r/rec1v0Gl8XIGBYFSY,2026-04-30T17:08:28-07:00,126,no,,recently_closed,no
rec24orgjH0Elwcrv,Second St and Fourth St Intersection Improvements,City of San Rafael,Marin,San Rafael,Closed,construction,second-st-and-fourth-st-intersection-improvements-city-of-san-rafael,68,yes,results,construction,https://www.bidthebay.com/construction-project-details/second-st-and-fourth-st-intersection-improvements-city-of-san-rafael/r/rec24orgjH0Elwcrv,2026-09-11T00:02:02-07:00,537,no,,recently_closed,no
rec25I2xbu1FgM9WZ,"Construct Concrete Barrier & MGS, Install Striping and Signing",California Department of Transportation (Caltrans),Solano,Various ,Closed,construction,construct-concrete-barrier-mgs-install-striping-and-signing-cal-trans-district-4,80,yes,results,construction,https://www.bidthebay.com/construction-project-details/construct-concrete-barrier-mgs-install-striping-and-signing-cal-trans-district-4/r/rec25I2xbu1FgM9WZ,2026-09-07T15:49:52-07:00,193,yes,,award_results,no
rec26KfE8Ax4F07FD,Annual Maintenance and Inspection Services for Floating Concrete Dock System,City of Suisun City,Solano,Suisun City,Open,professional services,annual-maintenance-and-inspection-services-for-floating-concrete-dock-system-alert-city-of-suisun-city,102,yes,open,professional services,https://www.bidthebay.com/professional-services-project-details/annual-maintenance-and-inspection-services-for-floating-concrete-dock-system-alert-city-of-suisun-city/r/rec26KfE8Ax4F07FD,2026-09-07T10:39:07-07:00,263,no,,open_solicitation,no
rec27H8RfIU2G421M,Intermodal Elevator & Security Improvement Project,City of Martinez,Contra Costa,Martinez,Closed,construction,intermodal-elevator-security-improvement-project-city-of-martinez,65,yes,results,construction,https://www.bidthebay.com/construction-project-details/intermodal-elevator-security-improvement-project-city-of-martinez/r/rec27H8RfIU2G421M,2026-07-24T08:56:10-07:00,931,yes,,award_results,no
rec2BJHaeLYrUvnv7,Dyer Street Pavement Rehabilitation Project,City of Union City,Alameda,Union City,Closed,construction,dyer-street-pavement-rehabilitation-project-city-of-union-city,62,yes,results,construction,https://www.bidthebay.com/construction-project-details/dyer-street-pavement-rehabilitation-project-city-of-union-city/r/rec2BJHaeLYrUvnv7,2026-09-09T00:02:04-07:00,327,no,,recently_closed,no
rec2CKRTkmkCs2mvx,"Foam Fire Suppression System Inspections, Maintenance and Repair Services",County of Alameda,Alameda,Oakland,Closed,construction,foam-fire-suppression-system-inspections-maintenance-and-repair-services-alameda-county,87,yes,results,construction,https://www.bidthebay.com/construction-project-details/foam-fire-suppression-system-inspections-maintenance-and-repair-services-alameda-county/r/rec2CKRTkmkCs2mvx,2026-09-07T15:51:29-07:00,335,no,,recently_closed,no
rec2CnOKeM0b3Rzmi,2026 Street Surface Seal Project,City of South San Francisco,San Mateo,South San Francisco,Closed,construction,2026-street-surface-seal-project-city-of-south-san-francisco,60,yes,results,construction,https://www.bidthebay.com/construction-project-details/2026-street-surface-seal-project-city-of-south-san-francisco/r/rec2CnOKeM0b3Rzmi,2026-05-19T09:27:43-07:00,943,yes,,award_results,no
rec2FDvp87ThkdLZ2,Update to the Water System Master Plan,City of Vacaville,Solano,Vacaville ,Closed,professional services,update-to-the-water-system-master-plan-city-of-vacaville,56,yes,results,professional services,https://www.bidthebay.com/professional-services-project-details/update-to-the-water-system-master-plan-city-of-vacaville/r/rec2FDvp87ThkdLZ2,2026-06-06T00:04:03-07:00,384,no,,recently_closed,no
